ID	Taxonomy
TIGR00143	carbamoyltransferase HypF
TIGR00144	beta-ribofuranosylaminobenzene 5-phosphate synthase family
TIGR03129	26025.19	20963.00	formylmethanofuran dehydrogenase subunit B
TIGR03419	26017.50	20083.66	FeS cluster assembly scaffold protein NifU
TIGR01375	22818.84	25964.25	sarcosine oxidase, gamma subunit family
TIGR03252	25905.50	25687.00	uncharacterized HhH-GPD family protein
TIGR01158	25863.26	21359.80	putative translation initiation factor SUI1
TIGR03458	23745.98	25840.58	succinate CoA transferase
TIGR01331	25835.72	18607.05	3(2),5-bisphosphate nucleotidase
TIGR00145	FTR1 family protein
TIGR00147	lipid kinase, YegS/Rv2252/BmrU family
TIGR00148	decarboxylase, UbiD family
TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
TIGR00152	dephospho-CoA kinase
TIGR00153	TIGR00153 family protein
TIGR00157	ribosome small subunit-dependent GTPase A
TIGR00158	ribosomal protein bL9
TIGR00160	methylglyoxal synthase
TIGR00161	TIGR00161 family protein
TIGR00162	TIGR00162 family protein
TIGR00163	phosphatidylserine decarboxylase
TIGR00165	ribosomal protein bS18
TIGR00166	ribosomal protein bS6
TIGR00168	translation initiation factor IF-3
TIGR00169	3-isopropylmalate dehydrogenase
TIGR00170	3-isopropylmalate dehydratase, large subunit
TIGR00171	3-isopropylmalate dehydratase, small subunit
TIGR00172	septum formation protein Maf
TIGR00173	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
TIGR00174	tRNA dimethylallyltransferase
TIGR00176	molybdopterin-guanine dinucleotide biosynthesis protein B
TIGR00177	molybdenum cofactor synthesis domain
TIGR00178	isocitrate dehydrogenase, NADP-dependent
TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
TIGR00180	ParB/RepB/Spo0J family partition protein
TIGR00181	oligoendopeptidase F
TIGR00182	fatty acid/phospholipid synthesis protein PlsX
TIGR00183	isocitrate dehydrogenase, NADP-dependent
TIGR00184	adenylosuccinate synthase
TIGR00189	acyl-CoA thioesterase II
TIGR00190	phosphomethylpyrimidine synthase
TIGR00191	homoserine kinase
TIGR00192	urease, beta subunit
TIGR00193	urease, gamma subunit
TIGR00194	excinuclease ABC subunit C
TIGR00195	exodeoxyribonuclease III
TIGR00196	YjeF family C-terminal domain
TIGR00198	catalase/peroxidase HPI
TIGR00199	amidohydrolase, PncC family
TIGR00200	competence/damage-inducible protein CinA N-terminal domain
TIGR00203	cytochrome d ubiquinol oxidase, subunit II
TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
TIGR00209	galactose-1-phosphate uridylyltransferase
TIGR00210	sodium/glutamate symporter
TIGR00212	hydroxymethylbilane synthase
TIGR00213	D,D-heptose 1,7-bisphosphate phosphatase
TIGR00214	lipoyl(octanoyl) transferase
TIGR00217	4-alpha-glucanotransferase
TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
TIGR00223	aspartate 1-decarboxylase
TIGR00224	phosphoenolpyruvate carboxykinase (ATP)
TIGR00225	C-terminal processing peptidase
TIGR00227	riboflavin-specific deaminase C-terminal domain
TIGR00229	PAS domain S-box protein
TIGR00231	small GTP-binding protein domain
TIGR00232	transketolase
TIGR00234	tyrosine--tRNA ligase
TIGR00235	uridine kinase
TIGR00237	exodeoxyribonuclease VII, large subunit
TIGR00238	KamA family protein
TIGR00239	oxoglutarate dehydrogenase (succinyl-transferring), E1 component
TIGR00240	aspartate carbamoyltransferase, regulatory subunit
TIGR00242	division/cell wall cluster transcriptional repressor MraZ
TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH
TIGR00250	putative transcription antitermination factor YqgF
TIGR00252	TIGR00252 family protein
TIGR00254	diguanylate cyclase (GGDEF) domain
TIGR00255	TIGR00255 family protein
TIGR00258	inosine/xanthosine triphosphatase
TIGR00260	threonine synthase
TIGR00262	tryptophan synthase, alpha subunit
TIGR00263	tryptophan synthase, beta subunit
TIGR00264	alpha-NAC homolog
TIGR00266	TIGR00266 family protein
TIGR00267	TIGR00267 family protein
TIGR00268	TIGR00268 family protein
TIGR00269	TIGR00269 family protein
TIGR00270	TIGR00270 family protein
TIGR00271	uncharacterized hydrophobic domain
TIGR00274	N-acetylmuramic acid 6-phosphate etherase
TIGR00275	flavoprotein, HI0933 family
TIGR00277	HDIG domain
TIGR00279	ribosomal protein uL16
TIGR00280	ribosomal protein eL43
TIGR00281	segregation and condensation protein B
TIGR00282	metallophosphoesterase, MG_246/BB_0505 family
TIGR00284	dihydropteroate synthase-related protein
TIGR00285	DNA-binding protein Alba
TIGR00287	CRISPR-associated endonuclease Cas1
TIGR00289	TIGR00289 family protein
TIGR00290	MJ0570-related uncharacterized domain
TIGR00291	rRNA metabolism protein, SBDS family
TIGR00292	thiazole biosynthesis enzyme
TIGR00293	prefoldin, alpha subunit
TIGR00296	uncharacterized protein, PH0010 family
TIGR00297	TIGR00297 family protein
TIGR00299	TIGR00299 family protein
TIGR00300	TIGR00300 family protein
TIGR00303	TIGR00303 family protein
TIGR00305	putative toxin-antitoxin system toxin component, PIN family
TIGR00306	phosphoglycerate mutase (2,3-diphosphoglycerate-independent), archaeal form
TIGR00307	ribosomal protein eS8
TIGR00308	N2,N2-dimethylguanosine tRNA methyltransferase
TIGR00309	V-type ATPase, D subunit
TIGR00310	ZPR1 zinc finger domain
TIGR00311	putative translation initiation factor aIF-2, beta subunit
TIGR00312	cobalamin biosynthesis protein CbiD
TIGR00314	CO dehydrogenase/acetyl-CoA synthase complex, epsilon subunit
TIGR00315	CO dehydrogenase/acetyl-CoA synthase complex, epsilon subunit
TIGR00316	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex, beta subunit
TIGR00318	putative adenylyl cyclase CyaB
TIGR00319	desulfoferrodoxin FeS4 iron-binding domain
TIGR00320	desulfoferrodoxin
TIGR00321	deoxyhypusine synthase
TIGR00322	diphthamide biosynthesis enzyme Dph1/Dph2 domain
TIGR00323	putative translation initiation factor eIF-6
TIGR00325	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
TIGR00330	fructose-1,6-bisphosphatase, class II
TIGR00331	heat-inducible transcription repressor HrcA
TIGR00333	nrdI protein
TIGR00334	ribonuclease M5
TIGR00336	orotate phosphoribosyltransferase
TIGR00337	CTP synthase
TIGR00339	sulfate adenylyltransferase
TIGR00340	zinc finger protein ZPR1 homolog
TIGR00341	TIGR00341 family protein
TIGR00342	tRNA sulfurtransferase ThiI
TIGR00343	pyridoxal 5-phosphate synthase, synthase subunit Pdx1
TIGR01182	71651.65	70026.54	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
TIGR03954	53761.33	71650.85	integral membrane protein
TIGR00478	65446.29	71555.74	TlyA family rRNA methyltransferase/putative hemolysin
TIGR02225	70005.93	71335.67	tyrosine recombinase XerD
TIGR01722	57480.77	71325.60	methylmalonate-semialdehyde dehydrogenase (acylating)
TIGR02039	71276.69	67186.38	sulfate adenylyltransferase, small subunit
TIGR00219	70087.53	71262.62	rod shape-determining protein MreC
TIGR00644	71242.02	69936.20	single-stranded-DNA-specific exonuclease RecJ
TIGR00624	70821.72	71185.50	DNA-3-methyladenine glycosylase I
TIGR00546	71185.12	66546.22	apolipoprotein N-acyltransferase
TIGR00524	70420.85	60280.35	eIF-2B alpha/beta/delta-related uncharacterized proteins
TIGR03624	54944.13	70280.50	putative hydrolase
TIGR00313	69690.96	56886.28	cobyric acid synthase CobQ
TIGR00433	62051.82	69562.05	biotin synthase
TIGR00380	69464.46	56339.44	cobalamin biosynthesis protein CobD
TIGR00434	69284.53	66503.39	phosophoadenylyl-sulfate reductase
TIGR00129	66300.99	69246.12	formate dehydrogenase family accessory protein FdhD
TIGR02034	69187.69	65076.88	sulfate adenylyltransferase, large subunit
TIGR03719	64731.36	69184.30	ATP-binding cassette protein, ChvD family
TIGR01317	61126.59	69128.99	glutamate synthase, NADH/NADPH, small subunit
TIGR02776	59993.22	68954.09	DNA ligase D
TIGR01202	61572.59	68555.05	chlorophyll synthesis pathway protein BchC
TIGR00128	68488.35	65351.96	malonyl CoA-acyl carrier protein transacylase
TIGR00518	68483.29	68013.53	alanine dehydrogenase
TIGR00338	66946.88	68020.72	phosphoserine phosphatase SerB
TIGR01439	65374.68	67987.49	transcriptional regulator, AbrB family
TIGR00030	67914.02	65540.20	ribosomal protein bS21
TIGR01341	56047.11	67842.37	aconitate hydratase 1
TIGR00149	67694.62	60840.38	secondary thiamine-phosphate synthase enzyme
TIGR02258	67667.10	61386.99	2-5 RNA ligase
TIGR00023	67442.82	67096.14	acyl-phosphate glycerol 3-phosphate acyltransferase
TIGR00638	67184.61	55399.04	molybdenum-pterin binding domain
TIGR01736	54697.46	67049.74	phosphoribosylformylglycinamidine synthase II
TIGR00257	58775.93	66945.55	uncharacterized protein, YigZ family
TIGR01392	60009.95	66912.64	homoserine O-acetyltransferase
TIGR03057	55392.26	66861.06	X-X-X-Leu-X-X-Gly heptad repeats
TIGR02506	47913.51	66844.59	ribonucleoside-diphosphate reductase, alpha subunit
TIGR01798	62826.03	66782.47	citrate (Si)-synthase
TIGR01737	54240.46	66769.24	phosphoribosylformylglycinamidine synthase I
TIGR00136	66702.52	62473.37	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
TIGR00450	66669.52	62454.37	tRNA modification GTPase TrmE
TIGR01417	63300.77	66637.20	phosphoenolpyruvate-protein phosphotransferase
TIGR00619	54847.59	66578.12	exonuclease SbcCD, D subunit
TIGR03284	59599.74	66508.55	thymidylate synthase
TIGR02980	51095.38	66424.47	RNA polymerase sigma-70 factor, sigma-B/F/G subfamily
TIGR01971	66291.79	63761.47	NADH-quinone oxidoreductase, chain I
TIGR01750	66231.52	62599.17	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ
TIGR03598	66192.53	61264.04	ribosome biogenesis GTP-binding protein YsxC
TIGR00503	63931.68	66070.71	peptide chain release factor 3
TIGR00745	65985.69	62480.33	2-dehydropantoate 2-reductase
TIGR01300	53867.74	65961.76	monovalent cation/proton antiporter, MnhG/PhaG subunit
TIGR01180	65944.00	55597.84	putative alpha-1,2-mannosidase
TIGR00358	65850.12	61672.34	VacB and RNase II family 3-5 exoribonucleases
TIGR02395	65720.19	58907.22	RNA polymerase sigma-54 factor
TIGR00066	52733.00	65681.55	gamma-glutamyltransferase
TIGR00666	50599.46	65661.21	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
TIGR00201	65476.19	60269.71	comF family protein
TIGR01382	65238.49	61139.62	intracellular protease, PfpI family
TIGR00406	65155.53	62770.79	ribosomal protein L11 methyltransferase
TIGR01174	63933.53	64647.80	cell division protein FtsA
TIGR03800	54626.52	64628.70	pyridoxal 5-phosphate synthase, glutaminase subunit Pdx2
TIGR00345	transport-energizing ATPase, TRC40/GET3/ArsA family
TIGR00347	dethiobiotin synthase
TIGR00350	cell envelope-related function transcriptional attenuator common domain
TIGR00351	respiratory nitrate reductase, gamma subunit
TIGR00353	cytochrome c-type biogenesis protein CcmF
TIGR00354	DNA polymerase II, large subunit DP2
TIGR00357	methionine-R-sulfoxide reductase
TIGR00359	PTS system, cellobiose-specific IIC component
TIGR00361	DNA internalization-related competence protein ComEC/Rec2
TIGR00362	chromosomal replication initiator protein DnaA
TIGR00363	lipoprotein, YaeC family
TIGR00365	monothiol glutaredoxin, Grx4 family
TIGR00368	Mg chelatase-like protein
TIGR00369	uncharacterized domain 1
TIGR00372	CRISPR-associated protein Cas4
TIGR00373	transcription factor E
TIGR00374	TIGR00374 family protein
TIGR00375	TIGR00375 family protein
TIGR00377	anti-anti-sigma factor
TIGR00378	calcium/proton exchanger
TIGR00379	cobyrinic acid a,c-diamide synthase
TIGR00381	CO dehydrogenase/acetyl-CoA synthase, delta subunit
TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
TIGR00385	periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily
TIGR00389	glycine--tRNA ligase
TIGR00390	ATP-dependent protease HslVU, ATPase subunit
TIGR00391	hydrogenase (NiFe) small subunit (hydA)
TIGR00393	sugar isomerase, KpsF/GutQ family
TIGR00395	leucine--tRNA ligase
TIGR00396	leucine--tRNA ligase
TIGR00398	methionine--tRNA ligase
TIGR00399	methionine--tRNA ligase, beta subunit
TIGR00400	magnesium transporter
TIGR00401	peptide-methionine (S)-S-oxide reductase
TIGR00405	transcription elongation factor Spt5
TIGR00407	glutamate-5-semialdehyde dehydrogenase
TIGR00408	proline--tRNA ligase
TIGR00409	proline--tRNA ligase
TIGR00410	PTS system, lactose/cellobiose family IIC component
TIGR00412	redox-active disulfide protein 2
TIGR00413	rare lipoprotein A
TIGR00414	serine--tRNA ligase
TIGR00415	serine--tRNA ligase
TIGR00417	spermidine synthase
TIGR00418	threonine--tRNA ligase
TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
TIGR00421	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
TIGR00425	putative rRNA pseudouridine synthase
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
TIGR00430	tRNA-guanine transglycosylase
TIGR00432	tRNA-guanine(15) transglycosylase
TIGR00435	cysteine--tRNA ligase
TIGR00437	ferrous iron transport protein B
TIGR00441	phosphoheptose isomerase
TIGR00442	histidine--tRNA ligase
TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
TIGR00444	MazG family protein
TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00446	NOL1/NOP2/sun family putative RNA methylase
TIGR00447	aminoacyl-tRNA hydrolase
TIGR00448	DNA-directed RNA polymerase
TIGR00452	tRNA (mo5U34)-methyltransferase
TIGR00454	TIGR00454 family protein
TIGR00455	adenylyl-sulfate kinase
TIGR00456	arginine--tRNA ligase
TIGR00458	aspartate--tRNA(Asn) ligase
TIGR00461	glycine dehydrogenase
TIGR00463	glutamate--tRNA ligase
TIGR00464	glutamate--tRNA ligase
TIGR00465	ketol-acid reductoisomerase
TIGR00467	lysine--tRNA ligase
TIGR00470	O-phosphoserine--tRNA ligase
TIGR00472	phenylalanine--tRNA ligase, beta subunit
TIGR00473	CDP-diacylglycerol-serine O-phosphatidyltransferase
TIGR00474	L-seryl-tRNA(Sec) selenium transferase
TIGR00475	selenocysteine-specific translation elongation factor
TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA
TIGR00481	Raf kinase inhibitor-like protein, YbhB/YbcL family
TIGR00483	translation elongation factor EF-1, subunit alpha
TIGR00484	translation elongation factor G
TIGR00485	translation elongation factor Tu
TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
TIGR00487	translation initiation factor IF-2
TIGR00488	putative HD superfamily hydrolase
TIGR00489	translation elongation factor aEF-1 beta
TIGR00490	translation elongation factor aEF-2
TIGR00491	translation initiation factor aIF-2
TIGR00492	alanine racemase
TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
TIGR00494	protein CrcB
TIGR00496	ribosome recycling factor
TIGR00498	repressor LexA
TIGR00499	lysine--tRNA ligase
TIGR00500	methionine aminopeptidase, type I
TIGR00502	glucosamine-6-phosphate deaminase
TIGR00504	pyroglutamyl-peptidase I
TIGR00505	GTP cyclohydrolase II
TIGR00506	3,4-dihydroxy-2-butanone-4-phosphate synthase
TIGR00507	shikimate dehydrogenase
TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
TIGR00509	molybdopterin guanine dinucleotide-containing S/N-oxide reductases
TIGR00511	ribose-1,5-bisphosphate isomerase, e2b2 family
TIGR00512	S-methyl-5-thioribose-1-phosphate isomerase
TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
TIGR00515	acetyl-CoA carboxylase, carboxyl transferase, beta subunit
TIGR00516	holo-[acyl-carrier-protein] synthase
TIGR00517	acyl carrier protein
TIGR00519	L-asparaginase, type I
TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
TIGR00522	diphthine synthase
TIGR00523	translation initiation factor eIF-1A
TIGR00529	integral membrane protein, TIGR00529 family
TIGR00530	1-acylglycerol-3-phosphate O-acyltransferases
TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative
TIGR00534	glucose-6-phosphate dehydrogenase assembly protein OpcA
TIGR00536	methyltransferase, HemK family
TIGR00540	heme biosynthesis-associated TPR protein
TIGR00543	isochorismate synthase
TIGR00544	prolipoprotein diacylglyceryl transferase
TIGR00545	lipoyltransferase and lipoate-protein ligase
TIGR00548	outer membrane lipoprotein LolB
TIGR00549	mevalonate kinase
TIGR00551	L-aspartate oxidase
TIGR00556	phosphopantetheine--protein transferase domain
TIGR00558	pyridoxamine 5-phosphate oxidase
TIGR00564	60856.64	55782.82	anthranilate synthase component I
TIGR00317	60448.01	54690.22	cobalamin 5-phosphate synthase
TIGR00559	pyridoxine 5-phosphate synthase
TIGR00785	28388.71	43810.68	transporter, divalent anion:Na+ symporter (DASS) family
TIGR00971	41264.41	43783.10	sulfate ABC transporter, sulfate-binding protein
TIGR01346	29410.61	43766.74	isocitrate lyase
TIGR01026	43699.33	34951.78	ATPase, FliI/YscN family
TIGR02067	37141.40	43600.76	histidinol-phosphatase
TIGR01412	26108.04	43434.40	Tat-translocated enzyme
TIGR03814	29253.99	43343.79	glutaminase A
TIGR02492	43269.26	34867.64	flagellar hook-associated protein FlgK
TIGR03144	37178.88	43195.96	cytochrome c-type biogenesis protein CcsB
TIGR00975	38704.42	43183.39	phosphate ABC transporter, phosphate-binding protein PstS
TIGR00831	28505.80	43072.42	Na+/H+ antiporter
TIGR00367	43049.46	41983.54	K+-dependent Na+/Ca+ exchanger homolog
TIGR01935	28507.88	43021.89	RraA family
TIGR01361	41106.04	42963.15	3-deoxy-7-phosphoheptulonate synthase
TIGR02412	32984.79	42925.50	aminopeptidase N
TIGR01235	35189.63	42879.34	pyruvate carboxylase
TIGR03570	42641.29	39489.02	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
TIGR00876	33432.90	42606.67	transaldolase
TIGR00104	41507.08	42468.12	tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase TsaA
TIGR00791	23206.37	42426.64	transporter, gluconate:H+ symporter (GntP) family
TIGR01395	42341.26	34340.30	flagellar basal-body rod protein FlgC
TIGR01759	42287.27	40965.58	malate dehydrogenase
TIGR00370	32788.74	42267.78	sensor histidine kinase inhibitor, KipI family
TIGR01398	42254.92	34353.96	flagellar biosynthesis protein FlhA
TIGR00218	37772.95	42167.56	mannose-6-phosphate isomerase, class I
TIGR00746	42081.01	36648.32	carbamate kinase
TIGR00973	41961.39	36937.42	2-isopropylmalate synthase
TIGR01127	41932.07	40546.84	threonine ammonia-lyase
TIGR01819	41888.17	39956.50	2-phospho-L-lactate transferase
TIGR00206	41847.00	33825.77	flagellar M-ring protein FliF
TIGR01103	41835.83	34226.77	flagellar biosynthetic protein FliP
TIGR00457	41764.14	38160.86	asparagine--tRNA ligase
TIGR00875	41718.96	41626.53	fructose-6-phosphate aldolase
TIGR02374	34539.34	41618.31	nitrite reductase [NAD(P)H], large subunit
TIGR01579	41563.54	41137.10	MiaB-like tRNA modifying enzyme
TIGR02483	33731.57	41536.99	phosphofructokinase
TIGR00965	36250.56	41495.12	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
TIGR00554	33363.32	41485.94	pantothenate kinase
TIGR02970	31221.09	41391.98	succinate dehydrogenase, cytochrome b556 subunit
TIGR01056	38105.91	41350.55	DNA topoisomerase III
TIGR00388	41331.07	38483.15	glycine--tRNA ligase, alpha subunit
TIGR01400	41288.00	33351.77	flagellar biosynthetic protein FliR
TIGR03936	41261.14	37163.15	radical SAM-linked protein
TIGR02947	32780.73	41255.00	RNA polymerase sigma-70 factor, TIGR02947 family
TIGR02087	41190.07	34096.00	3-isopropylmalate dehydratase, small subunit
TIGR00895	41117.34	32157.30	MFS transporter, aromatic acid:H+ symporter (AAHS) family
TIGR02122	27575.07	41067.49	TRAP transporter solute receptor, TAXI family
TIGR00211	40898.74	38266.56	glycine--tRNA ligase, beta subunit
TIGR01728	36561.61	40881.07	ABC transporter, substrate-binding protein, aliphatic sulfonates family
TIGR00760	33762.51	40840.94	L-ribulose-5-phosphate 4-epimerase
TIGR00800	23504.47	40688.03	NCS1 nucleoside transporter family
TIGR01967	35606.71	40598.55	RNA helicase HrpA
TIGR00014	40385.86	37929.46	arsenate reductase (glutaredoxin)
TIGR00159	37414.89	40315.23	TIGR00159 family protein
TIGR01963	30623.37	40261.10	3-hydroxybutyrate dehydrogenase
TIGR01137	32203.23	40259.59	cystathionine beta-synthase
TIGR00423	35188.65	40259.32	radical SAM domain protein, CofH subfamily
TIGR01800	22315.28	40247.13	2-methylcitrate synthase/citrate synthase II
TIGR03838	28757.63	40134.38	glutamyl-queuosine tRNA(Asp) synthetase
TIGR02100	40123.88	39882.13	glycogen debranching enzyme GlgX
TIGR03177	29255.64	40113.16	Flp pilus assembly protein CpaB
TIGR02224	29038.24	40102.35	tyrosine recombinase XerC
TIGR00241	40059.98	30045.79	putative CoA-substrate-specific enzyme activase
TIGR01366	33468.75	39987.73	putative phosphoserine aminotransferase
TIGR00700	24215.05	39968.07	4-aminobutyrate transaminase
TIGR01692	20480.34	39948.68	3-hydroxyisobutyrate dehydrogenase
TIGR02868	28239.68	39932.11	thiol reductant ABC exporter, CydC subunit
TIGR00497	39924.78	31551.15	type I restriction-modification system, M subunit
TIGR00833	37418.83	39854.51	transport protein
TIGR01397	39537.40	32184.00	flagellar motor switch protein FliM
TIGR00346	34067.16	39356.17	azaleucine resistance protein AzlC
TIGR00873	29808.18	39083.51	6-phosphogluconate dehydrogenase (decarboxylating)
TIGR01643	38996.79	32796.07	YD repeat (two copies)
TIGR01312	30660.22	38989.38	xylulokinase
TIGR03599	38950.22	38824.40	DAK2 domain fusion protein YloV
TIGR01944	38811.84	32551.09	electron transport complex, RnfABCDGE type, B subunit
TIGR03858	21537.71	38702.25	probable oxidoreductase, LLM family
TIGR00538	38670.18	33986.15	oxygen-independent coproporphyrinogen III oxidase
TIGR02469	38601.62	30537.38	precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit
TIGR01388	31562.54	38504.30	ribonuclease D
TIGR03552	38484.17	37427.83	2-phospho-L-lactate guanylyltransferase
TIGR00476	37239.24	38247.04	selenide, water dikinase
TIGR02276	38204.11	35793.81	40-residue YVTN family beta-propeller repeat
TIGR01325	38157.45	35788.58	O-succinylhomoserine sulfhydrylase
TIGR00328	38049.83	30261.27	flagellar biosynthetic protein FlhB
TIGR01457	26587.95	38026.33	HAD hydrolase, TIGR01457 family
TIGR00021	37871.47	35973.94	ribose 5-phosphate isomerase A
TIGR00694	28831.87	37838.86	hydroxyethylthiazole kinase
TIGR01687	37835.42	34901.83	MoaD family protein
TIGR02283	30743.48	37825.36	lytic murein transglycosylase
TIGR01402	37766.40	31337.07	flagellar biosynthetic protein FliQ
TIGR02095	34467.59	37754.19	glycogen/starch synthase, ADP-glucose type
TIGR01378	33268.72	37727.49	thiamine pyrophosphokinase
TIGR03847	29710.90	37599.50	conserved hypothetical protein
TIGR00245	26420.33	37478.36	TIGR00245 family protein
TIGR00764	37330.63	31595.85	putative ATP-dependent protease
TIGR02121	19583.27	37312.79	sodium/proline symporter
TIGR02176	37303.44	30101.14	pyruvate:ferredoxin (flavodoxin) oxidoreductase
TIGR01304	29490.23	37285.00	IMP dehydrogenase family protein
TIGR03843	29547.40	37257.50	conserved hypothetical protein
TIGR01782	37151.68	25988.17	TonB-dependent receptor
TIGR00205	37098.60	28771.63	flagellar hook-basal body complex protein FliE
TIGR02226	37086.12	28980.39	N-terminal double-transmembrane domain
TIGR00948	29163.13	36921.64	L-lysine exporter
TIGR02378	30155.21	36820.58	nitrite reductase [NAD(P)H], small subunit
TIGR01968	33818.02	36716.75	septum site-determining protein MinD
TIGR02949	29738.90	36687.00	anti-sigma factor, TIGR02949 family
